OIIIHb,SIIHa,OIHa,NIIHa,OIOIII,NIISII,SIISIII,NIIOI,SIIOI,label
1.322908143794112,-0.353984651090814,-0.8160516280566308,0.3857469518765379,-1.6948286415571985,0.739731602967352,-34.94549698730968,1.2017985799331687,0.4620669769658168,0
1.4474744588334938,-0.8165906384562491,-0.7084706612790218,0.377609430226844,-1.7130966206476428,1.1942000686830931,-34.569457236158755,1.086080091505866,-0.1081199771772272,0
1.2481817972101577,-0.8735542314479937,-1.1421878978685094,0.0967052967663412,-1.9487748038676844,0.970259528214335,-34.53037784995355,1.2388931946348507,0.2686336664205156,0
1.415021907012926,-0.7226579753549751,-0.1551888485915141,0.6773516571031907,-1.1241787278461874,1.4000096324581657,-34.58058447975822,0.8325405056947047,-0.567469126763461,0
0.962740864913752,-0.8231439207251157,-1.3429326548081777,-0.0704700883811995,-1.865112240050418,0.752673832343916,-34.678119844461335,1.272462566426978,0.5197887340830619,0
1.0430222355522027,-0.7581800292468814,-1.2845686111981172,-0.0056964255624945,-1.8860721729800436,0.752483603684387,-34.72161721665972,1.2788721856356229,0.5263885819512357,0
1.0138043442462936,-1.1113511486323735,-1.3959794502293572,-0.1361500022839166,-1.9707636828619195,0.9752011463484572,-34.345876445012664,1.2598294479454406,0.2846283015969835,0
0.9520166991128354,-0.8282678000213256,-1.3416143141320207,-0.0751250379693285,-1.853399350852024,0.753142762051997,-34.6683389021384,1.266489276162692,0.5133465141106951,0
0.9666357850003244,-1.4871052038704466,-1.4426171427063486,-0.269198118968295,-1.9717248710720712,1.2179070849021516,-34.04820970033585,1.1734190237380535,-0.0444880611640979,0
1.0926176393707547,-1.4021502659030758,-1.3812433248681073,-0.1833084867507808,-2.035269632064845,1.218841779152295,-34.15424457626635,1.1979348381173265,-0.0209069410349683,0
0.9727382770309256,-1.134261963814967,-1.4027873816861762,-0.1591806385791944,-1.936984785170544,0.9750813252357724,-34.312073022455984,1.243606743106982,0.2685254178712093,0
0.950651580689075,-0.827633604889403,-1.3384454919393276,-0.0742605830155626,-1.8490302552595672,0.7533730218738404,-34.66496722029186,1.2641849089237651,0.5108118870499246,0
0.9663906649379748,-1.133797845471491,-1.3945081377506985,-0.1583978480423344,-1.922729861894912,0.9753999974291564,-34.30078935359905,1.236110289708364,0.2607102922792074,0
0.943512064593458,-1.4896102532519586,-1.42591058653506,-0.2716148078284988,-1.932409345429432,1.2179954454234596,-34.01497646488623,1.154295778706561,-0.0636996667168986,0
